"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","repayment_status_april","repayment_status_may","repayment_status_june","repayment_status_july","repayment_status_august","repayment_status_september","default_payment_next_month"
"27787",50000,2,1,2,25,1,1,1,1,1,1,0
"27788",70000,2,2,2,24,1,1,1,1,1,1,0
"27789",2e+05,2,4,2,25,0,0,0,0,0,1,0
"27790",30000,2,1,2,25,1,1,1,1,1,1,0
"27791",60000,2,2,2,24,1,1,1,1,1,1,1
"27792",230000,2,1,2,25,0,0,0,0,0,0,0
"27793",1e+05,2,2,2,25,1,1,1,1,1,1,0
"27794",420000,2,3,2,25,1,1,1,1,1,1,0
"27795",1e+05,2,2,2,25,1,1,1,1,1,1,0
"27796",160000,2,3,2,26,1,1,1,1,1,1,0
"27797",260000,2,1,2,26,1,1,1,1,1,1,0
"27798",280000,2,2,1,26,0,0,0,0,0,0,0
"27799",70000,2,2,2,24,1,1,1,1,1,1,0
"27800",50000,2,1,2,26,1,1,1,1,1,1,1
"27801",1e+05,2,2,2,26,1,1,1,1,1,1,1
"27802",1e+05,2,1,1,28,1,1,1,1,1,1,0
"27803",290000,2,1,2,26,1,1,1,1,1,1,0
"27804",180000,2,1,2,26,0,0,0,0,0,1,0
"27805",3e+05,2,2,1,25,1,1,1,1,1,1,1
"27806",80000,2,2,2,25,1,1,1,1,1,1,0
"27807",90000,2,2,1,25,1,1,1,1,1,1,0
"27808",5e+05,2,2,2,29,1,1,1,1,1,1,1
"27809",40000,2,1,2,25,1,0,1,1,0,1,0
"27810",170000,2,3,2,26,1,1,1,1,1,1,0
"27811",30000,2,2,2,25,1,1,1,1,1,1,0
"27812",120000,2,2,2,23,1,1,1,1,1,1,0
"27813",1e+05,2,2,2,28,1,1,0,1,1,1,1
"27814",50000,2,2,2,28,0,0,0,0,0,0,0
"27815",360000,2,2,1,26,0,0,1,0,1,1,0
"27816",220000,2,1,2,26,1,1,1,1,1,1,0
"27817",110000,2,2,2,25,0,0,0,1,0,0,0
"27818",110000,2,1,2,26,1,1,1,1,1,1,0
"27819",310000,2,2,2,26,1,1,1,1,1,1,0
"27820",50000,2,2,2,27,0,1,1,1,0,1,0
"27821",50000,2,1,2,26,0,0,0,0,0,0,0
"27822",2e+05,2,1,2,26,1,1,1,1,1,1,0
"27823",120000,2,2,1,27,0,0,0,1,1,1,0
"27824",80000,2,2,1,27,1,1,1,1,1,1,1
"27825",320000,2,2,2,27,1,1,1,1,1,1,0
"27826",210000,2,1,2,27,0,0,1,1,0,1,0
"27827",90000,2,2,2,26,1,1,1,1,1,1,1
"27828",170000,2,1,2,26,1,1,1,1,1,1,0
"27829",310000,2,2,2,25,0,0,1,1,1,0,0
"27830",360000,2,2,2,26,1,1,0,1,0,1,0
"27831",2e+05,2,1,2,26,0,0,0,1,0,0,0
"27832",5e+05,2,3,2,26,1,1,1,1,1,1,0
"27833",3e+05,2,2,2,26,1,1,1,1,1,1,0
"27834",130000,2,2,2,26,1,1,1,1,1,1,1
"27835",260000,2,1,2,26,1,1,1,1,1,1,0
"27836",1e+05,2,3,2,27,1,1,1,1,1,1,0
"27837",70000,2,2,2,26,1,1,1,1,1,1,0
"27838",1e+05,2,2,1,26,1,1,1,1,1,1,1
"27839",80000,2,1,2,26,0,0,0,0,0,0,0
"27840",1e+05,2,1,2,25,1,1,1,1,1,1,1
"27841",70000,2,1,2,24,1,1,1,1,1,1,0
"27842",170000,2,1,2,27,1,1,1,1,1,1,0
"27843",30000,2,1,2,26,1,1,1,1,1,1,0
"27844",20000,2,3,2,26,1,1,1,1,1,1,0
"27845",180000,2,1,2,26,0,0,0,0,0,0,0
"27846",30000,2,2,1,27,1,1,1,1,1,1,1
"27847",80000,2,1,2,27,1,1,1,1,1,1,0
"27848",60000,2,2,2,27,1,1,1,1,1,1,0
"27849",150000,2,1,2,26,1,1,1,1,1,1,0
"27850",50000,2,3,2,23,1,1,1,1,1,1,0
"27851",360000,2,1,1,27,1,1,1,1,1,1,0
"27852",70000,2,3,1,26,1,1,1,1,1,1,0
"27853",50000,2,1,2,27,1,1,1,1,1,1,1
"27854",90000,2,1,2,28,1,1,1,1,1,1,1
"27855",60000,2,3,2,27,1,1,1,1,1,1,0
"27856",360000,2,1,2,27,0,0,0,0,1,0,0
"27857",70000,2,2,2,22,1,1,1,1,1,1,0
"27858",20000,2,2,2,23,1,1,1,1,1,1,1
"27859",110000,2,2,1,25,1,1,1,1,1,1,1
"27860",30000,2,2,2,25,0,0,0,1,1,1,0
"27861",90000,2,3,2,25,0,0,0,0,1,1,0
"27862",210000,2,2,1,25,1,1,1,1,1,1,0
"27863",270000,2,1,2,27,1,1,1,1,1,1,0
"27864",60000,2,1,2,27,1,0,1,1,1,1,0
"27865",280000,2,2,2,24,1,1,1,1,1,1,0
"27866",50000,2,3,2,25,0,0,0,0,0,0,0
"27867",70000,2,1,1,25,1,0,1,1,1,1,0
"27868",140000,2,2,2,26,1,1,1,1,1,1,0
"27869",30000,2,3,2,26,0,0,1,1,1,1,1
"27870",70000,2,1,2,26,1,1,1,1,1,1,0
"27871",140000,2,1,2,27,0,0,0,1,0,0,0
"27872",3e+05,2,4,2,30,1,1,1,1,1,1,0
"27873",80000,2,2,2,26,0,0,0,0,0,0,0
"27874",340000,2,2,2,27,1,1,0,1,1,1,0
"27875",310000,2,1,2,27,1,1,1,1,1,1,0
"27876",110000,2,2,2,27,1,1,1,1,1,1,1
"27877",130000,2,1,2,27,1,1,1,1,1,1,0
"27878",280000,2,2,2,29,1,0,0,0,0,1,0
"27879",1e+05,2,1,2,29,0,0,0,1,1,1,0
"27880",150000,2,1,2,29,1,1,1,1,1,1,0
"27881",130000,2,3,1,26,1,1,1,1,1,1,0
"27882",250000,2,1,1,27,1,1,1,1,1,1,0
"27883",2e+05,2,1,2,28,1,1,1,1,1,1,0
"27884",110000,2,2,2,28,1,1,1,1,1,1,0
"27885",160000,2,2,3,27,0,1,1,1,1,1,0
"27886",80000,2,3,1,27,0,0,0,0,1,1,1
"27887",220000,2,1,2,27,1,0,0,1,1,1,0
"27888",20000,2,2,2,27,1,1,1,1,1,1,0
"27889",160000,2,2,2,26,0,1,0,1,1,1,0
"27890",170000,2,1,2,26,0,1,0,0,0,0,0
"27891",360000,2,2,2,26,1,1,1,1,1,1,0
"27892",50000,2,2,1,26,1,0,1,1,1,1,0
"27893",1e+05,2,1,2,27,1,1,1,1,1,1,0
"27894",150000,2,1,2,29,1,1,1,1,1,1,0
"27895",150000,2,2,1,29,1,1,1,1,1,1,0
"27896",1e+05,2,1,2,29,1,1,1,1,1,1,0
"27897",2e+05,2,1,2,29,1,1,1,1,1,1,0
"27898",3e+05,2,3,2,27,0,1,1,1,1,1,0
"27899",130000,2,3,2,28,0,1,1,0,1,0,0
"27900",150000,2,2,1,28,1,1,1,1,1,1,0
"27901",110000,2,1,2,28,1,1,1,1,1,1,0
"27902",340000,2,3,1,28,0,0,0,0,0,0,0
"27903",60000,2,1,2,25,1,1,1,1,1,1,0
"27904",90000,2,3,2,23,0,1,0,1,1,1,0
"27905",230000,2,2,1,29,1,1,1,1,1,1,0
"27906",2e+05,2,1,2,29,0,0,1,1,1,1,0
"27907",310000,2,1,2,28,1,1,1,1,1,1,0
"27908",150000,2,2,1,29,1,1,1,1,1,1,0
"27909",390000,2,2,1,29,0,0,1,0,0,1,0
"27910",210000,2,1,2,29,0,0,0,0,0,0,1
"27911",290000,2,1,2,27,1,1,1,1,1,1,0
"27912",180000,2,2,1,26,0,0,0,0,0,1,0
"27913",140000,2,1,2,26,1,1,1,1,1,1,1
"27914",10000,2,2,1,26,1,1,1,1,1,1,0
"27915",80000,2,1,2,27,1,1,1,1,1,1,0
"27916",50000,2,1,2,27,1,1,1,1,1,1,1
"27917",110000,2,1,2,28,1,1,1,1,1,1,0
"27918",180000,2,1,2,29,0,0,0,0,0,0,1
"27919",230000,2,3,1,27,1,1,1,1,1,1,0
"27920",80000,2,1,2,27,1,1,1,1,1,1,0
"27921",50000,2,1,1,27,1,1,1,1,1,1,0
"27922",220000,2,1,2,28,1,1,1,1,1,1,0
"27923",30000,2,1,2,28,1,1,1,1,1,1,1
"27924",2e+05,2,1,2,26,0,0,0,0,1,1,0
"27925",130000,2,2,1,26,1,1,1,1,1,1,0
"27926",360000,2,1,2,26,0,0,0,0,0,1,0
"27927",140000,2,1,2,27,1,1,1,1,1,1,0
"27928",130000,2,1,2,27,0,0,0,0,1,1,0
"27929",150000,2,1,2,28,0,0,0,0,0,0,0
"27930",20000,2,2,1,28,1,1,1,1,1,1,1
"27931",130000,2,2,2,28,1,1,1,1,1,1,0
"27932",190000,2,1,2,29,1,1,1,1,1,1,0
"27933",140000,2,1,2,25,1,1,1,1,1,1,1
"27934",180000,2,2,2,25,1,1,1,1,1,1,0
"27935",180000,2,1,2,28,0,0,1,1,1,0,0
"27936",50000,2,2,2,28,1,1,1,1,1,1,0
"27937",80000,2,2,1,27,1,1,1,0,1,1,0
"27938",120000,2,2,2,27,0,0,0,0,0,1,1
"27939",420000,2,2,2,28,1,1,1,1,1,1,0
"27940",90000,2,2,1,27,1,1,1,0,1,0,0
"27941",70000,2,1,2,27,1,1,1,1,1,1,0
"27942",2e+05,2,2,2,27,0,0,0,0,0,0,0
"27943",240000,2,1,2,28,1,1,1,1,1,1,0
"27944",360000,2,1,2,28,0,1,0,1,0,0,0
"27945",180000,2,1,2,28,0,1,1,1,1,1,0
"27946",160000,2,1,2,27,0,0,0,0,0,0,0
"27947",20000,2,2,2,29,1,1,1,1,1,1,0
"27948",30000,2,3,2,28,1,1,1,1,1,1,0
"27949",230000,2,1,2,28,1,1,1,1,1,1,0
"27950",240000,2,1,2,29,1,1,1,1,1,1,0
"27951",2e+05,2,1,2,27,1,1,1,1,1,1,1
"27952",280000,2,2,2,28,0,0,0,0,0,0,0
"27953",340000,2,2,1,29,1,1,1,1,1,1,0
"27954",50000,2,1,2,25,1,1,1,1,1,1,0
"27955",2e+05,2,3,1,26,1,1,1,1,1,1,1
"27956",140000,2,2,1,27,1,1,1,1,1,1,0
"27957",160000,2,1,2,29,1,1,1,1,1,1,0
"27958",50000,2,1,2,26,1,1,1,1,1,1,0
"27959",20000,2,1,2,28,1,1,1,1,1,1,1
"27960",170000,2,2,1,29,0,0,0,0,0,0,0
"27961",140000,2,2,2,27,0,1,0,0,1,1,0
"27962",150000,2,1,1,29,0,0,0,0,0,0,0
"27963",70000,2,2,2,25,1,1,1,1,1,1,0
"27964",50000,2,3,2,28,1,1,1,1,1,1,1
"27965",80000,2,2,1,28,1,1,1,1,1,1,0
"27966",360000,2,2,1,29,0,0,0,0,0,0,0
"27967",360000,2,1,2,27,0,0,0,0,0,0,0
"27968",130000,2,1,2,27,1,0,1,1,1,1,0
"27969",120000,2,1,2,28,0,0,0,0,0,1,0
"27970",110000,2,2,2,28,1,1,1,1,1,1,0
"27971",230000,2,2,2,28,1,0,1,1,1,1,0
"27972",110000,2,2,2,29,1,1,1,1,1,1,1
"27973",2e+05,2,1,2,28,0,0,1,1,0,0,0
"27974",60000,2,1,1,28,0,0,0,0,0,1,0
"27975",310000,2,3,2,28,1,1,1,1,1,1,0
"27976",160000,2,3,2,27,0,1,1,1,1,0,0
"27977",180000,2,1,1,27,1,1,1,1,1,1,0
"27978",170000,2,1,1,30,0,1,0,0,1,0,0
"27979",240000,2,1,2,29,0,0,0,0,0,0,0
"27980",160000,2,1,2,28,0,0,0,0,0,1,0
"27981",2e+05,2,1,2,28,0,1,1,0,1,1,0
"27982",60000,2,3,2,28,1,1,1,1,1,1,0
"27983",1e+05,2,2,1,28,1,1,1,1,1,1,0
"27984",60000,2,1,2,28,1,1,1,1,1,1,1
"27985",50000,2,1,2,31,0,0,1,1,1,1,0
"27986",120000,2,2,2,29,1,1,1,1,1,1,0
"27987",250000,2,1,2,30,0,1,1,1,1,1,0
"27988",180000,2,1,1,30,0,1,0,1,1,1,1
"27989",210000,2,2,1,30,1,1,1,1,1,1,0
"27990",360000,2,2,1,30,0,0,0,0,0,0,0
"27991",210000,2,1,2,26,1,1,1,1,1,1,0
"27992",110000,2,2,1,29,0,0,0,0,0,1,0
"27993",270000,2,2,2,29,1,1,1,1,1,1,0
"27994",50000,2,1,2,29,1,1,1,1,1,1,0
"27995",220000,2,2,1,29,1,1,1,1,1,1,0
"27996",80000,2,2,2,30,0,1,0,1,0,0,0
"27997",180000,2,1,2,31,0,1,0,1,1,1,0
"27998",4e+05,2,1,1,31,0,0,1,1,1,0,0
"27999",230000,2,2,1,30,1,1,1,1,1,1,0
"28000",90000,2,4,2,31,0,0,0,0,0,0,0
"28001",30000,2,2,1,29,1,1,1,1,1,1,1
"28002",150000,2,1,2,29,1,1,1,1,1,1,0
"28003",230000,2,1,2,29,0,0,0,0,0,0,0
"28004",510000,2,1,2,30,1,1,1,1,1,0,0
"28005",20000,2,2,2,30,1,1,1,1,1,1,1
"28006",150000,2,1,2,27,1,1,1,1,1,1,0
"28007",110000,2,2,2,24,1,1,1,1,1,1,0
"28008",250000,2,2,1,25,1,1,1,1,1,1,0
"28009",240000,2,1,3,29,0,0,0,0,0,0,0
"28010",150000,2,1,2,28,0,0,0,0,0,1,0
"28011",420000,2,2,2,29,1,1,1,1,1,1,0
"28012",170000,2,4,2,30,1,1,1,1,1,1,0
"28013",220000,2,1,2,28,1,1,0,0,1,1,0
"28014",160000,2,2,2,28,0,0,0,0,0,0,0
"28015",150000,2,2,1,28,1,1,1,1,1,1,0
"28016",150000,2,2,2,29,1,1,1,1,1,1,1
"28017",140000,2,2,1,27,0,1,0,1,0,0,1
"28018",240000,2,2,2,27,1,1,1,1,1,1,0
"28019",20000,2,2,2,28,1,1,1,1,1,1,1
"28020",30000,2,2,2,29,0,0,0,1,1,1,1
"28021",80000,2,2,1,29,1,1,1,1,1,1,0
"28022",4e+05,2,1,2,29,1,1,1,1,1,1,0
"28023",150000,2,2,2,27,1,1,1,1,1,1,0
"28024",180000,2,2,1,32,1,1,1,1,1,1,0
"28025",360000,2,3,1,32,1,1,1,1,1,1,0
"28026",160000,2,1,1,30,0,0,0,0,0,0,1
"28027",80000,2,2,2,30,1,1,1,1,1,1,0
"28028",240000,2,2,1,32,1,0,1,0,0,0,0
"28029",50000,2,2,1,33,1,1,1,1,1,1,1
"28030",50000,2,2,1,34,0,0,0,1,1,1,0
"28031",50000,2,3,1,29,1,1,1,1,1,1,1
"28032",2e+05,2,2,1,30,1,1,0,0,0,1,0
"28033",50000,2,1,2,29,1,1,1,1,1,1,0
"28034",140000,2,1,2,30,1,1,1,1,1,1,0
"28035",310000,2,1,2,29,1,0,0,1,1,1,0
"28036",430000,2,3,2,30,1,1,1,1,1,1,0
"28037",1e+05,2,1,2,30,1,1,1,1,1,1,0
"28038",5e+05,2,1,2,29,1,0,1,1,1,1,0
"28039",2e+05,2,2,2,29,1,1,1,1,1,1,1
"28040",140000,2,1,2,29,1,1,1,1,1,1,0
"28041",2e+05,2,2,1,30,0,1,1,0,1,0,0
"28042",2e+05,2,1,2,28,1,1,1,1,1,1,0
"28043",1e+05,2,1,2,28,1,1,1,1,1,1,0
"28044",180000,2,4,1,28,0,1,1,1,1,1,0
"28045",190000,2,1,2,28,1,1,1,1,1,1,0
"28046",50000,2,1,2,28,1,1,1,1,1,1,0
"28047",440000,2,1,1,31,1,0,1,0,1,1,0
"28048",30000,2,2,1,30,0,0,0,0,0,0,0
"28049",180000,2,2,2,29,0,0,0,0,0,1,0
"28050",150000,2,1,2,29,1,0,1,0,1,0,1
"28051",390000,2,1,2,29,1,1,1,1,1,1,0
"28052",30000,2,2,1,31,1,1,1,1,1,1,0
"28053",10000,2,2,2,32,1,1,1,1,1,1,1
"28054",270000,2,2,2,32,1,1,1,1,1,1,0
"28055",20000,2,2,1,32,1,1,1,1,1,1,1
"28056",50000,2,2,1,34,1,1,1,1,1,1,0
"28057",60000,2,1,2,33,1,1,1,1,1,1,0
"28058",50000,2,3,1,34,1,1,1,1,1,1,1
"28059",20000,2,3,2,40,0,0,1,1,1,1,0
"28060",80000,2,3,1,35,1,1,1,1,1,1,1
"28061",50000,2,2,1,47,1,1,1,1,1,1,0
"28062",140000,2,1,1,40,1,1,1,1,1,1,1
"28063",4e+05,2,1,2,36,1,0,0,1,0,0,0
"28064",50000,2,3,1,44,1,1,1,1,1,1,0
"28065",80000,2,2,1,36,1,1,1,1,1,1,0
"28066",380000,2,2,1,30,1,1,1,1,1,1,1
"28067",230000,2,3,1,33,1,1,1,1,1,1,0
"28068",210000,2,1,2,31,1,1,1,1,1,1,0
"28069",1e+05,2,2,2,40,1,1,1,1,1,1,0
"28070",210000,2,2,1,44,1,1,1,1,1,1,0
"28071",140000,2,1,1,35,1,1,1,1,1,1,0
"28072",150000,2,2,1,47,0,0,0,0,0,0,0
"28073",40000,2,4,1,48,1,1,1,1,1,1,0
"28074",120000,2,3,2,26,0,0,1,1,1,0,1
"28075",50000,2,2,2,26,1,1,1,1,1,1,0
"28076",360000,2,1,2,26,1,1,0,0,1,0,0
"28077",80000,2,3,1,42,1,1,1,1,1,1,1
"28078",230000,2,1,2,46,0,1,0,0,0,0,0
"28079",50000,2,2,1,38,0,0,0,1,1,1,1
"28080",150000,2,2,3,48,0,0,1,1,1,1,0
"28081",20000,2,3,1,35,1,1,1,1,1,1,0
"28082",10000,2,3,1,44,1,1,1,1,1,1,1
"28083",140000,2,1,1,41,1,1,1,1,1,1,0
"28084",150000,2,2,1,41,1,1,1,1,1,1,0
"28085",290000,2,2,2,36,1,1,1,1,1,1,0
"28086",170000,2,2,1,36,0,0,0,1,1,0,0
"28087",420000,2,3,1,39,1,1,1,1,1,1,0
"28088",120000,2,2,2,33,0,0,0,0,0,0,0
"28089",150000,2,2,1,40,1,0,1,1,1,0,0
"28090",80000,2,1,1,45,1,1,1,1,1,1,0
"28091",1e+05,2,2,1,48,1,1,1,1,1,1,0
"28092",40000,2,3,2,41,0,0,0,1,1,1,1
"28093",130000,2,3,2,46,1,1,1,1,1,1,0
"28094",1e+05,2,2,2,41,1,1,1,1,1,1,0
"28095",3e+05,2,3,1,46,0,1,1,0,1,1,0
"28096",150000,2,2,2,41,1,1,0,0,0,0,0
"28097",50000,2,2,1,39,1,1,1,1,1,1,1
"28098",350000,2,1,1,37,0,0,0,0,0,0,0
"28099",170000,2,2,2,45,0,0,1,1,1,1,0
"28100",220000,2,2,2,31,1,1,1,1,1,1,1
"28101",210000,2,1,2,29,0,1,0,0,1,1,0
"28102",2e+05,2,1,2,30,1,1,1,1,1,1,0
"28103",180000,2,1,2,30,1,1,1,1,1,1,1
"28104",50000,2,1,1,31,1,1,1,1,1,1,1
"28105",50000,2,2,2,35,1,1,1,1,1,1,0
"28106",180000,2,1,1,39,0,0,1,1,1,0,0
"28107",5e+05,2,1,2,44,1,1,0,1,1,1,0
"28108",160000,2,2,2,45,0,0,0,0,0,0,0
"28109",120000,2,1,2,37,0,1,1,1,1,1,1
"28110",60000,2,2,1,39,1,0,0,0,1,1,1
"28111",220000,2,4,1,35,0,1,1,1,0,0,0
"28112",210000,2,2,1,36,1,1,1,1,1,1,0
"28113",480000,2,2,2,38,1,1,1,1,1,1,0
"28114",140000,2,3,2,43,1,1,1,1,1,1,0
"28115",150000,2,2,1,38,1,1,1,1,1,1,0
"28116",110000,2,3,2,43,1,1,1,1,1,1,1
"28117",350000,2,1,1,41,1,1,1,1,1,1,0
"28118",150000,2,2,2,43,1,1,1,1,1,1,0
"28119",420000,2,1,1,39,1,1,1,1,1,1,1
"28120",80000,2,1,1,41,0,0,0,1,1,1,0
"28121",180000,2,1,1,44,1,1,1,1,1,1,0
"28122",290000,2,2,1,39,0,0,0,0,1,0,0
"28123",3e+05,2,1,1,37,0,0,0,0,0,0,0
"28124",80000,2,2,1,41,1,1,1,1,1,1,1
"28125",230000,2,2,1,39,0,0,0,0,0,0,0
"28126",20000,2,2,1,43,1,1,1,1,1,1,0
"28127",20000,2,2,2,39,0,0,0,0,0,0,1
"28128",2e+05,2,1,1,40,0,0,0,0,0,0,0
"28129",5e+05,2,1,2,35,1,1,1,1,1,1,0
"28130",10000,2,3,1,49,1,1,1,1,1,1,0
"28131",1e+05,2,3,1,42,1,1,1,1,1,1,0
"28132",250000,2,2,1,28,0,0,0,0,0,0,0
"28133",540000,2,3,2,38,0,0,0,0,0,0,0
"28134",50000,2,2,1,39,1,1,1,1,1,1,0
"28135",550000,2,1,2,44,1,0,0,0,0,0,0
"28136",2e+05,2,3,1,42,0,0,1,0,0,0,0
"28137",50000,2,3,1,44,0,1,1,1,1,1,0
"28138",230000,2,3,1,36,1,1,1,1,1,1,0
"28139",330000,2,3,1,45,1,1,1,1,1,1,0
"28140",520000,2,1,1,37,0,1,1,1,1,1,0
"28141",180000,2,1,2,44,0,0,0,0,0,1,0
"28142",2e+05,2,3,1,36,1,1,1,1,1,1,0
"28143",430000,2,4,2,44,1,1,1,1,1,1,0
"28144",220000,2,1,1,46,1,1,1,1,1,1,0
"28145",210000,2,2,2,41,0,0,0,0,1,0,0
"28146",360000,2,2,1,47,0,0,0,1,0,1,0
"28147",2e+05,2,2,1,48,0,0,0,0,0,0,0
"28148",150000,2,1,1,36,1,1,1,1,1,1,0
"28149",170000,2,3,2,47,1,0,0,1,1,1,0
"28150",50000,2,3,1,49,1,1,1,1,1,1,0
"28151",20000,2,3,2,48,1,1,1,1,1,1,1
"28152",3e+05,2,1,2,32,0,1,1,1,1,1,0
"28153",2e+05,2,1,1,40,0,0,0,0,0,1,0
"28154",210000,2,1,1,34,1,1,1,1,1,1,0
"28155",1e+05,2,1,2,42,1,1,1,1,1,1,0
"28156",210000,2,2,1,43,0,0,0,1,0,0,0
"28157",80000,2,2,1,32,1,1,1,1,1,1,0
"28158",130000,2,3,1,31,1,1,1,1,1,1,1
"28159",320000,2,2,2,35,0,1,1,1,1,1,0
"28160",350000,2,4,1,45,1,1,1,1,1,1,0
"28161",260000,2,1,2,29,1,1,1,1,1,1,0
"28162",230000,2,3,2,46,0,0,1,1,1,1,0
"28163",210000,2,1,1,44,0,0,0,0,1,1,0
"28164",160000,2,3,1,41,1,1,1,1,1,1,0
"28165",210000,2,1,1,30,1,1,1,1,1,1,0
"28166",120000,2,1,2,32,0,1,0,0,0,0,0
"28167",30000,2,1,1,32,1,1,1,1,1,1,1
"28168",70000,2,2,1,31,1,1,1,1,1,1,0
"28169",270000,2,2,1,31,1,1,1,1,1,1,0
"28170",350000,2,1,2,30,1,0,0,0,0,0,0
"28171",50000,2,2,2,45,1,1,1,1,1,1,1
"28172",110000,2,2,1,48,1,1,1,1,1,1,0
"28173",150000,2,2,1,44,1,1,1,1,1,1,0
"28174",280000,2,1,2,29,0,0,0,0,0,0,1
"28175",3e+05,2,2,1,30,1,1,1,1,1,1,0
"28176",20000,2,2,1,32,1,1,1,1,1,1,1
"28177",50000,2,2,1,31,1,1,1,1,1,1,0
"28178",2e+05,2,1,2,31,0,0,0,0,0,0,0
"28179",50000,2,3,1,31,0,1,0,0,0,0,0
"28180",150000,2,1,1,46,1,1,1,1,1,1,0
"28181",2e+05,2,2,2,32,1,1,1,1,1,1,0
"28182",1e+05,2,2,1,32,0,1,0,0,0,0,0
"28183",360000,2,1,2,33,1,1,1,1,1,1,1
"28184",50000,2,2,1,33,1,1,1,1,1,1,0
"28185",220000,2,2,1,33,1,1,1,1,1,1,0
"28186",80000,2,1,2,33,1,1,1,1,1,1,1
"28187",150000,2,1,1,33,1,0,1,0,1,1,0
"28188",210000,2,1,1,34,0,0,0,1,1,0,1
"28189",70000,2,2,2,34,1,1,1,1,1,1,0
"28190",50000,2,2,1,48,1,1,1,1,1,1,0
"28191",80000,2,3,3,43,0,0,0,0,0,0,0
"28192",110000,2,2,2,34,0,0,0,0,1,0,0
"28193",170000,2,1,2,34,0,0,1,1,1,1,0
"28194",160000,2,3,1,46,0,1,0,0,0,0,0
"28195",130000,2,3,1,49,1,1,1,1,1,1,0
"28196",2e+05,2,3,1,48,0,1,0,0,0,1,0
"28197",360000,2,2,1,40,0,0,1,0,1,1,0
"28198",160000,2,2,1,42,1,1,1,1,1,1,0
"28199",310000,2,2,1,42,1,1,1,1,1,0,0
"28200",5e+05,2,1,1,40,0,0,0,0,0,1,0
"28201",430000,2,1,2,36,1,1,1,1,1,1,1
"28202",3e+05,2,3,2,48,1,1,1,1,1,1,1
"28203",50000,2,1,2,46,0,1,0,1,0,0,0
"28204",3e+05,2,2,1,38,1,1,1,1,1,1,0
"28205",3e+05,2,2,2,39,0,0,0,0,0,1,1
"28206",20000,2,3,1,39,1,1,1,1,1,1,1
"28207",4e+05,2,1,2,39,0,0,0,0,0,0,1
"28208",310000,2,2,1,48,0,0,1,0,1,0,0
"28209",370000,2,2,2,38,1,1,1,1,1,1,0
"28210",230000,2,2,1,36,1,0,0,0,0,0,0
"28211",3e+05,2,2,1,40,1,1,1,1,1,1,0
"28212",250000,2,1,1,40,0,0,0,0,0,0,0
"28213",320000,2,1,1,41,1,1,1,1,1,1,0
"28214",310000,2,3,1,45,1,1,1,1,1,1,0
"28215",5e+05,2,1,1,39,1,1,1,1,1,1,0
"28216",80000,2,3,1,37,1,1,1,1,1,1,0
"28217",2e+05,2,3,2,45,1,1,1,1,1,1,0
"28218",160000,2,3,1,38,1,1,1,1,1,1,0
"28219",20000,2,2,2,47,0,0,1,1,1,1,0
"28220",20000,2,2,2,33,1,1,1,1,1,1,0
"28221",30000,2,2,1,33,1,1,1,1,1,1,1
"28222",5e+05,2,1,2,30,1,0,0,0,0,0,0
"28223",180000,2,1,2,30,0,0,0,0,0,0,0
"28224",180000,2,3,2,31,0,0,1,1,0,1,0
"28225",450000,2,1,1,33,0,0,0,0,0,0,0
"28226",180000,2,2,1,33,1,1,1,1,1,1,0
"28227",290000,2,3,1,46,1,1,1,1,1,1,0
"28228",2e+05,2,2,1,37,0,0,1,1,1,1,0
"28229",2e+05,2,1,1,34,0,0,0,0,0,0,0
"28230",4e+05,2,2,2,35,1,1,1,1,1,1,1
"28231",210000,2,2,2,32,0,0,0,1,0,0,0
"28232",30000,2,3,2,42,1,1,1,1,1,1,1
"28233",340000,2,2,2,39,1,1,1,1,1,1,0
"28234",50000,2,2,1,41,1,1,1,1,1,1,0
"28235",220000,2,3,1,43,1,1,1,1,1,1,0
"28236",1e+05,2,1,1,37,0,0,0,0,0,0,1
"28237",4e+05,2,3,1,40,0,1,0,1,1,0,0
"28238",360000,2,2,2,43,0,0,0,0,0,0,0
"28239",30000,2,3,2,47,0,1,1,1,1,1,0
"28240",10000,2,3,1,34,1,1,1,1,1,1,1
"28241",330000,2,1,1,37,0,1,0,1,0,1,0
"28242",110000,2,2,1,46,1,1,1,1,1,1,0
"28243",30000,2,2,1,44,1,1,1,1,1,1,1
"28244",110000,2,2,1,37,1,1,1,1,1,1,0
"28245",150000,2,2,2,42,0,1,1,1,1,1,0
"28246",80000,2,2,2,32,1,1,1,1,1,1,1
"28247",160000,2,1,1,41,1,1,0,0,1,1,0
"28248",30000,2,2,1,32,1,1,0,0,0,1,0
"28249",2e+05,2,1,2,33,0,0,1,1,1,1,0
"28250",150000,2,1,1,33,0,1,1,1,1,1,0
"28251",140000,2,2,1,34,0,0,0,0,0,0,0
"28252",120000,2,1,1,37,0,1,1,1,1,1,0
"28253",1e+05,2,3,1,48,1,1,0,1,1,0,0
"28254",50000,2,2,1,38,1,1,1,1,1,1,0
"28255",80000,2,3,1,42,1,1,1,1,1,1,0
"28256",140000,2,3,2,41,1,1,1,1,1,1,0
"28257",270000,2,1,1,45,1,1,1,1,1,1,0
"28258",210000,2,3,1,36,0,0,0,0,0,0,0
"28259",230000,2,2,1,48,0,1,1,1,0,0,0
"28260",30000,2,2,1,43,1,1,1,1,1,1,0
